0.547878, nan, nan, nan, nan, nan, nan, nan
nan, 1, 0.0001, 0.01, 0.513304, 0.511598, nan, 1386.36
nan, 1, 1e-05, 0.01, 0.657832, 0.637723, nan, 1762.08
nan, 1, 0.001, 0.1, 0, 0, nan, nan
nan, 1, 0.0001, 0.1, 0.539283, 0.522982, nan, 1318.71
nan, 2, 0.0001, 0.01, 0.535935, 0.541898, nan, 1354.23
nan, 2, 1e-05, 0.01, 0.389838, 0.484513, nan, 1733.7
nan, 2, 0.001, 0.1, 0.5, 0.501182, nan, 2
nan, 2, 0.0001, 0.1, 0.564807, 0.508744, nan, 1328.75
nan, 4, 0.0001, 0.01, 0.540071, 0.542821, nan, 1363.98
nan, 4, 1e-05, 0.01, 0.450864, 0.57848, nan, 1714.76
nan, 4, 0.001, 0.1, 0.523989, 0.473628, nan, 449.79
nan, 4, 0.0001, 0.1, 0.56966, 0.552694, nan, 1331.31
nan, 8, 0.0001, 0.01, 0.56618, 0.572216, nan, 1311.37
nan, 8, 1e-05, 0.01, 0.768047, 0.750081, nan, 1766.14
nan, 8, 0.001, 0.1, 0, 0, nan, nan
nan, 8, 0.0001, 0.1, 0.475795, 0.50212, nan, 1361.97
nan, 16, 0.0001, 0.01, 0.519647, 0.516119, nan, 1378.77
nan, 16, 1e-05, 0.01, 0.585059, 0.508577, nan, 1775.08
nan, 16, 0.001, 0.1, 0.547645, 0.519746, nan, 445.236
nan, 16, 0.0001, 0.1, 0.601866, 0.588392, nan, 1303.13
nan, 100, 0.001, 0, 0.560053, nan, 0.001082, 661.844
nan, 100, 0.005, 0, 0.550682, nan, 0.012693, 166.428
nan, 100, 0.01, 0, 0.55154, nan, 0.035592, 85.1463
nan, 100, 0.05, 0, 0.546034, nan, 0.357977, 24.5495
