0.115748, nan, nan, nan, nan, nan, nan, nan
nan, 1, 0.0001, 0.01, 0.145404, 0.119343, nan, 1381.72
nan, 1, 1e-05, 0.01, 0.024004, 0.0125864, nan, 1820.76
nan, 1, 0.001, 0.1, 0, 0, nan, nan
nan, 1, 0.0001, 0.1, 0.092411, 0.0928306, nan, 1328.14
nan, 2, 0.0001, 0.01, 0.1262, 0.13539, nan, 1318.69
nan, 2, 1e-05, 0.01, 0.11404, 0.106864, nan, 1641.71
nan, 2, 0.001, 0.1, 0, 0, nan, nan
nan, 2, 0.0001, 0.1, 0.056227, 0.0696267, nan, 1152.41
nan, 4, 0.0001, 0.01, 0.175589, 0.163883, nan, 1301.36
nan, 4, 1e-05, 0.01, 0.066119, 0.0739836, nan, 1810.29
nan, 4, 0.001, 0.1, 0.116064, 0.110015, nan, 569.817
nan, 4, 0.0001, 0.1, 0.130795, 0.12687, nan, 1396.09
nan, 8, 0.0001, 0.01, 0.11992, 0.11579, nan, 1317.41
nan, 8, 1e-05, 0.01, 0.007958, 0.0196308, nan, 1365.36
nan, 8, 0.001, 0.1, 0, 0, nan, nan
nan, 8, 0.0001, 0.1, 0.112915, 0.103178, nan, 1446.46
nan, 16, 0.0001, 0.01, 0.103265, 0.123444, nan, 1342.18
nan, 16, 1e-05, 0.01, 0.133825, 0.102843, nan, 1726.03
nan, 16, 0.001, 0.1, 0.117533, 0.117675, nan, 536.686
nan, 16, 0.0001, 0.1, 0.121794, 0.103919, nan, 1335.41
nan, 100, 0.001, 0, 0.102805, nan, 0.001082, 791.392
nan, 100, 0.005, 0, 0.115343, nan, 0.012693, 282.069
nan, 100, 0.01, 0, 0.108664, nan, 0.035592, 138.348
nan, 100, 0.05, 0, 0.116225, nan, 0.357977, 40.9082
